state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InBedsOccAnyPat__Numbeds_Est,Inpatient_Bed_Capacity,InpatBeds_Occ_COVID_Est,InBedsOccCOVID__Numbeds_Est,ICUBeds_Occ_AnyPat_Est,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,ICU_Bed_total_estimate_Capacity
AR,Arkansas,15-Jun-20,6651,60.9,10921.18227,330,3,1473,74.5,61.9,87.1,1977.181208
AR,Arkansas,16-Jun-20,6154,63,9768.253968,321,3.3,1101,69.3,57.9,80.7,1588.744589
AR,Arkansas,17-Jun-20,6549,61.6,10631.49351,315,3,1798,69,59.2,78.7,2605.797101
AR,Arkansas,18-Jun-20,5748,55.2,10413.04348,423,4.1,1017,64.9,53,76.8,1567.026194
AR,Arkansas,19-Jun-20,5513,53.7,10266.29423,437,4.3,961,61.4,50,72.8,1565.14658
AR,Arkansas,20-Jun-20,5166,50.6,10209.48617,387,3.8,980,64.5,53.1,76,1519.379845
AR,Arkansas,21-Jun-20,4880,50.7,9625.246548,430,4.5,712,62.3,47.4,77.3,1142.857143
AR,Arkansas,22-Jun-20,5181,53.1,9757.062147,381,3.9,795,64.9,55.1,74.7,1224.961479
AR,Arkansas,23-Jun-20,5939,62.4,9517.628205,356,3.7,950,74.9,66,83.8,1268.35781
AR,Arkansas,24-Jun-20,6735,68.2,9875.366569,358,3.6,1035,72.1,63.1,81.1,1435.506241
AR,Arkansas,25-Jun-20,5896,57.5,10253.91304,531,5.2,997,67.8,60.1,75.6,1470.501475
AR,Arkansas,26-Jun-20,5681,55.4,10254.51264,527,5.1,996,67,60.7,73.4,1486.567164
AR,Arkansas,27-Jun-20,5347,53.3,10031.89493,467,4.7,974,68,60.3,75.8,1432.352941
AR,Arkansas,28-Jun-20,5535,55.9,9901.610018,553,5.6,886,62.6,48.9,76.3,1415.335463
AR,Arkansas,29-Jun-20,5790,55,10527.27273,512,4.9,1151,64.3,53,75.5,1790.046656
AR,Arkansas,30-Jun-20,6110,57.9,10552.67703,545,5.2,1229,71.1,65.4,76.8,1728.551336
AR,Arkansas,01-Jul-20,5870,58.3,10068.61063,571,5.7,1055,70.9,63.9,77.9,1488.011283
AR,Arkansas,02-Jul-20,5898,58.2,10134.02062,578,5.7,1082,70.9,63.8,78,1526.093089
AR,Arkansas,03-Jul-20,5637,55.4,10175.09025,604,5.9,1038,62.5,52,73.1,1660.8
AR,Arkansas,04-Jul-20,5423,53.3,10174.48405,616,6.1,1053,63,53.5,72.6,1671.428571
AR,Arkansas,05-Jul-20,5528,53.1,10410.54614,625,6,1103,65.1,54.9,75.3,1694.316436
AR,Arkansas,06-Jul-20,5454,54.2,10062.73063,644,6.4,1088,65.6,55.1,76.1,1658.536585
AR,Arkansas,07-Jul-20,6044,59,10244.0678,662,6.5,1158,70,60.7,79.3,1654.285714
AZ,Arizona,15-Apr-20,8581,63.7,13470.95761,723,5.4,930,44.1,35.6,52.7,2108.843537
AZ,Arizona,16-Apr-20,8782,63.3,13873.61769,750,5.4,937,43.7,35.9,51.5,2144.16476
AZ,Arizona,17-Apr-20,8679,63.1,13754.35816,698,5.1,908,42.3,33.8,50.8,2146.572104
AZ,Arizona,18-Apr-20,8499,61.6,13797.07792,743,5.4,916,42.7,33,52.3,2145.199063
AZ,Arizona,19-Apr-20,8263,60.7,13612.85008,785,5.8,865,40.2,31.6,48.7,2151.741294
AZ,Arizona,20-Apr-20,8132,59.8,13598.66221,754,5.5,834,38.5,30.3,46.8,2166.233766
AZ,Arizona,21-Apr-20,8136,61.7,13186.38574,792,6,791,37.6,28.9,46.4,2103.723404
AZ,Arizona,22-Apr-20,8133,61.3,13267.5367,755,5.7,820,39,27.8,50.1,2102.564103
AZ,Arizona,23-Apr-20,7889,59.5,13258.82353,746,5.6,786,37.2,26.5,48,2112.903226
AZ,Arizona,24-Apr-20,7447,56.3,13227.35346,736,5.6,742,36.1,25.7,46.5,2055.401662
AZ,Arizona,25-Apr-20,6668,50.5,13203.9604,717,5.4,724,33.6,22.9,44.2,2154.761905
AZ,Arizona,26-Apr-20,5798,44.1,13147.39229,713,5.4,654,30,19.7,40.3,2180
AZ,Arizona,27-Apr-20,8240,62.4,13205.12821,800,6.1,818,38.1,30.5,45.7,2146.981627
AZ,Arizona,28-Apr-20,8489,62.7,13539.07496,811,6,813,38.5,30.8,46.2,2111.688312
AZ,Arizona,29-Apr-20,8567,63.1,13576.86212,887,6.5,865,39.6,31.5,47.8,2184.343434
AZ,Arizona,30-Apr-20,8198,60.7,13505.76606,858,6.3,825,37.9,29.4,46.5,2176.781003
AZ,Arizona,01-May-20,7744,58.8,13170.06803,900,6.8,820,37.7,28.1,47.4,2175.066313
AZ,Arizona,02-May-20,6955,52.7,13197.34345,878,6.7,755,34.6,24.7,44.4,2182.080925
AZ,Arizona,03-May-20,7865,59.5,13218.48739,984,7.4,858,39.3,30.9,47.7,2183.206107
AZ,Arizona,04-May-20,7789,59,13201.69492,804,6.1,819,37.7,29.3,46.1,2172.413793
AZ,Arizona,05-May-20,8025,59.7,13442.21106,899,6.7,809,37.2,28,46.3,2174.731183
AZ,Arizona,06-May-20,7672,57.2,13412.58741,933,7,824,37.7,27.8,47.7,2185.676393
AZ,Arizona,07-May-20,6837,50.9,13432.22004,981,7.3,744,34.3,24.2,44.3,2169.09621
AZ,Arizona,08-May-20,8610,63.4,13580.44164,847,6.2,832,38.1,29,47.2,2183.727034
AZ,Arizona,09-May-20,7866,58.2,13515.46392,827,6.1,797,36.5,26.4,46.6,2183.561644
AZ,Arizona,10-May-20,7073,52.7,13421.25237,858,6.4,766,35.3,23.3,47.4,2169.971671
AZ,Arizona,11-May-20,6481,48,13502.08333,913,6.8,744,34.1,22.8,45.4,2181.818182
AZ,Arizona,12-May-20,7751,57.5,13480,937,7,849,38.7,27.2,50.1,2193.79845
AZ,Arizona,13-May-20,6993,51.9,13473.98844,1000,7.4,800,36.4,24.1,48.8,2197.802198
AZ,Arizona,14-May-20,8865,65.2,13596.62577,951,7,872,39.7,30.3,49.2,2196.473552
AZ,Arizona,15-May-20,8921,65.4,13640.67278,1167,8.6,921,41.2,31.4,51.1,2235.436893
AZ,Arizona,16-May-20,8673,64.4,13467.3913,1186,8.8,886,41,31.3,50.7,2160.97561
AZ,Arizona,17-May-20,8521,63.5,13418.89764,1230,9.2,878,40.7,31.1,50.2,2157.248157
AZ,Arizona,18-May-20,8406,61.9,13579.96769,1230,9.1,868,39.3,29.9,48.6,2208.651399
AZ,Arizona,19-May-20,9090,66.7,13628.18591,1259,9.2,963,44.3,33.1,55.4,2173.814898
AZ,Arizona,20-May-20,9862,67,14719.40299,1243,8.4,1038,47.2,38.4,56,2199.152542
AZ,Arizona,21-May-20,9875,66.6,14827.32733,1261,8.5,1054,47.8,39.2,56.4,2205.020921
AZ,Arizona,22-May-20,10029,71.3,14065.91865,1212,8.6,1041,47.8,36.9,58.7,2177.824268
AZ,Arizona,23-May-20,9183,68,13504.41176,1264,9.4,988,46.4,35.7,57.1,2129.310345
AZ,Arizona,24-May-20,8939,66.4,13462.3494,1172,8.7,902,42.3,32.9,51.6,2132.387707
AZ,Arizona,25-May-20,7904,59.9,13195.32554,1213,9.2,822,38.9,29.2,48.6,2113.11054
AZ,Arizona,26-May-20,7624,57.7,13213.17158,1285,9.7,823,38.8,28.6,49,2121.134021
AZ,Arizona,27-May-20,8607,61.9,13904.68498,958,6.9,1205,63.3,56.2,70.5,1903.633491
AZ,Arizona,28-May-20,8517,63.2,13476.26582,855,6.4,1249,63.1,57.5,68.7,1979.397781
AZ,Arizona,29-May-20,8990,62.6,14361.02236,970,6.8,1199,61,52.9,69,1965.57377
AZ,Arizona,30-May-20,8799,61.4,14330.61889,1012,7.1,1136,62.7,55.3,70.1,1811.802233
AZ,Arizona,31-May-20,8227,58.9,13967.74194,992,7.1,1110,63.5,55.5,71.6,1748.031496
AZ,Arizona,01-Jun-20,8706,60.7,14342.66886,997,7,1147,59.7,52.5,67,1921.273032
AZ,Arizona,02-Jun-20,9082,63,14415.87302,959,6.6,1191,62,52.7,71.4,1920.967742
AZ,Arizona,03-Jun-20,9736,66.1,14729.19818,1024,6.9,1339,67,57.8,76.1,1998.507463
AZ,Arizona,04-Jun-20,9714,69.5,13976.97842,1110,7.9,1446,70.3,60.8,79.7,2056.899004
AZ,Arizona,05-Jun-20,9553,68.8,13885.17442,1091,7.9,1284,67.1,59.4,74.9,1913.561848
AZ,Arizona,06-Jun-20,9485,68.5,13846.71533,1112,8,1326,67.6,61,74.2,1961.538462
AZ,Arizona,07-Jun-20,8895,63.3,14052.1327,1127,8,1247,63.4,56.1,70.7,1966.876972
AZ,Arizona,08-Jun-20,8821,63.8,13826.01881,1204,8.7,1247,65.1,58.7,71.4,1915.514593
AZ,Arizona,09-Jun-20,9316,67.7,13760.70901,1202,8.7,1380,71.5,64.5,78.5,1930.06993
AZ,Arizona,10-Jun-20,8911,68.2,13065.9824,1220,9.3,1255,69.7,63.1,76.2,1800.573888
AZ,Arizona,11-Jun-20,9450,70,13500,1355,10,1325,71.6,66.4,76.7,1850.558659
AZ,Arizona,12-Jun-20,9410,69.9,13462.0887,1280,9.5,1326,70.9,65.2,76.6,1870.239774
AZ,Arizona,13-Jun-20,9119,68.4,13331.87135,1203,9,1318,68.9,62.9,75,1912.917271
AZ,Arizona,14-Jun-20,8786,66.3,13251.88537,1205,9.1,1356,71.5,65.5,77.5,1896.503497
AZ,Arizona,15-Jun-20,9433,68,13872.05882,1344,9.7,1439,71.6,65.1,78.1,2009.776536
AZ,Arizona,16-Jun-20,9826,71.7,13704.32357,1468,10.7,1410,73.9,68.4,79.3,1907.983762
AZ,Arizona,17-Jun-20,9456,72.6,13024.79339,1386,10.6,1435,75.5,68.9,82.2,1900.662252
AZ,Arizona,18-Jun-20,10097,72.2,13984.76454,1574,11.3,1515,73.6,66.6,80.6,2058.423913
AZ,Arizona,19-Jun-20,10016,70.7,14166.9024,1625,11.5,1495,73.3,67.9,78.6,2039.563438
AZ,Arizona,20-Jun-20,9544,68.2,13994.1349,1698,12.1,1404,70.1,64.2,76.1,2002.853067
AZ,Arizona,21-Jun-20,9442,67,14092.53731,1793,12.7,1461,72.8,66.8,78.8,2006.868132
AZ,Arizona,22-Jun-20,9621,69,13943.47826,1964,14.1,1469,73.9,67.9,79.8,1987.82138
AZ,Arizona,23-Jun-20,10159,72.9,13935.52812,2135,15.3,1540,76.9,71.1,82.6,2002.60078
AZ,Arizona,24-Jun-20,10403,73.9,14077.13126,2203,15.6,1701,82.7,77,88.4,2056.831923
AZ,Arizona,25-Jun-20,10696,76.2,14036.74541,2297,16.4,1657,79.2,73.9,84.6,2092.171717
AZ,Arizona,26-Jun-20,10275,72.6,14152.89256,2390,16.9,1649,78.8,73.3,84.4,2092.639594
AZ,Arizona,27-Jun-20,10081,70.5,14299.29078,2466,17.3,1633,78,72,83.9,2093.589744
AZ,Arizona,28-Jun-20,9969,69.6,14323.27586,2584,18,1556,75.2,67.8,82.6,2069.148936
AZ,Arizona,29-Jun-20,10435,77.3,13499.35317,3485,25.8,1672,80,74.8,85.3,2090
AZ,Arizona,30-Jun-20,10635,78,13634.61538,3487,25.6,1695,80.4,74.8,86,2108.208955
AZ,Arizona,01-Jul-20,10940,80.3,13623.91034,3619,26.6,1684,78.4,72,84.8,2147.959184
AZ,Arizona,02-Jul-20,10304,75.4,13665.78249,2883,21.1,1579,79.4,73.5,85.2,1988.664987
AZ,Arizona,03-Jul-20,10004,74.5,13428.18792,2889,21.5,1528,78.1,72.4,83.9,1956.466069
AZ,Arizona,04-Jul-20,9765,72.8,13413.46154,2899,21.6,1564,79.7,74.6,84.7,1962.358846
AZ,Arizona,05-Jul-20,9700,72.6,13360.88154,2913,21.8,1546,79.1,73.6,84.5,1954.48799
AZ,Arizona,06-Jul-20,10047,74.9,13413.88518,3114,23.2,1559,79.5,74.1,84.9,1961.006289
AZ,Arizona,07-Jul-20,10340,76.8,13463.54167,3174,23.6,1573,80.1,73.8,86.4,1963.795256
CA,California,01-Apr-20,40657,52.5,77441.90476,4716,6.1,5885,63.2,56.8,69.6,9311.708861
CA,California,02-Apr-20,42475,54.9,77367.94171,4800,6.2,6377,65.3,59.2,71.3,9765.696784
CA,California,03-Apr-20,40246,52,77396.15385,5012,6.5,6258,64.4,59.1,69.7,9717.391304
CA,California,04-Apr-20,39945,52.3,76376.67304,5126,6.7,6106,63,57.2,68.8,9692.063492
CA,California,05-Apr-20,39893,50.4,79152.77778,4810,6.1,6851,61.1,53.5,68.7,11212.76596
CA,California,06-Apr-20,40272,50.7,79431.95266,4708,5.9,6577,59.7,53.1,66.3,11016.75042
CA,California,07-Apr-20,40247,53.5,75228.03738,4848,6.4,6244,63.6,58.7,68.4,9817.610063
CA,California,08-Apr-20,40522,53.8,75319.7026,4482,5.9,6105,63.5,58.8,68.2,9614.173228
CA,California,09-Apr-20,40318,54.1,74524.95379,4386,5.9,5972,63.4,58.4,68.3,9419.55836
CA,California,10-Apr-20,39779,53.4,74492.50936,4361,5.9,6092,63.8,59,68.7,9548.589342
CA,California,11-Apr-20,38791,52,74598.07692,4300,5.8,5960,63.2,58.6,67.9,9430.379747
CA,California,12-Apr-20,39086,52.8,74026.51515,4407,6,5931,62.9,58.2,67.6,9429.252782
CA,California,13-Apr-20,39922,52.4,76187.0229,4685,6.2,5968,63.2,58.8,67.7,9443.037975
CA,California,14-Apr-20,41585,54,77009.25926,4777,6.2,6248,65,60.4,69.5,9612.307692
CA,California,15-Apr-20,40967,53.3,76861.16323,4824,6.3,6302,64.4,59.6,69.1,9785.714286
CA,California,16-Apr-20,40740,52.9,77013.23251,4808,6.2,6328,64.4,59.9,68.9,9826.086957
CA,California,17-Apr-20,41418,54.5,75996.33028,4859,6.4,6395,64.3,59.9,68.7,9945.567652
CA,California,18-Apr-20,40543,53.8,75358.73606,4740,6.3,6216,62.8,57.9,67.6,9898.089172
CA,California,19-Apr-20,38547,52.6,73283.26996,4768,6.5,5798,61.8,57.2,66.4,9381.877023
CA,California,20-Apr-20,38449,53.5,71867.28972,4597,6.4,5592,60.6,56,65.2,9227.722772
CA,California,21-Apr-20,39108,55,71105.45455,4700,6.6,5785,59.3,54.2,64.4,9755.480607
CA,California,22-Apr-20,38973,54.7,71248.62888,4725,6.6,5879,59.7,54.3,65,9847.571189
CA,California,23-Apr-20,42142,57.1,73803.85289,5029,6.8,6900,61.7,57.7,65.7,11183.14425
CA,California,24-Apr-20,42305,57.6,73446.18056,5177,7,6888,60.1,56.3,64,11460.8985
CA,California,25-Apr-20,42128,57.5,73266.08696,5114,7,6872,59,55.1,63,11647.45763
CA,California,26-Apr-20,41859,57.4,72925.08711,5161,7.1,6868,59.4,55.6,63.3,11562.28956
CA,California,27-Apr-20,42096,57.8,72830.44983,5199,7.1,6710,59.8,55.9,63.7,11220.73579
CA,California,28-Apr-20,42893,59.2,72454.39189,5547,7.7,6599,59.9,56,63.8,11016.69449
CA,California,29-Apr-20,42918,59.5,72131.09244,5215,7.2,6579,60.7,56.9,64.5,10838.55025
CA,California,30-Apr-20,42682,58.7,72712.0954,5083,7,6668,61,57.2,64.8,10931.14754
CA,California,01-May-20,42779,58.2,73503.43643,5095,6.9,6757,60.9,56.8,64.9,11095.2381
CA,California,02-May-20,42080,56.9,73954.3058,5186,7,6902,61.5,57.4,65.6,11222.76423
CA,California,03-May-20,41089,54.3,75670.34991,4968,6.6,6880,61.5,57.4,65.5,11186.99187
CA,California,04-May-20,41205,54.2,76023.98524,4977,6.6,7295,62.1,58.2,66.1,11747.18196
CA,California,05-May-20,43245,57.2,75603.14685,4892,6.5,7566,64.1,60.1,68.1,11803.43214
CA,California,06-May-20,43727,58.6,74619.45392,4752,6.4,7725,65.5,61.8,69.2,11793.89313
CA,California,07-May-20,44037,58.3,75535.16295,4684,6.2,7533,63.3,59.7,66.9,11900.47393
CA,California,08-May-20,43968,58.3,75416.80961,4707,6.2,7605,64.3,60.5,68,11827.3717
CA,California,09-May-20,43509,57.7,75405.54593,4760,6.3,7571,63.7,59.9,67.5,11885.40031
CA,California,10-May-20,42434,56.5,75104.42478,4797,6.4,7418,62.6,58.9,66.3,11849.84026
CA,California,11-May-20,42168,56.1,75165.7754,4774,6.4,7433,62.7,59.3,66,11854.86443
CA,California,12-May-20,44358,58.9,75310.6961,4774,6.3,7539,63.3,59.5,67.2,11909.95261
CA,California,13-May-20,44812,59.6,75187.91946,4878,6.5,7507,63.3,59.8,66.8,11859.39968
CA,California,14-May-20,45026,59.8,75294.31438,4765,6.3,7603,63.8,60.4,67.1,11916.9279
CA,California,15-May-20,45002,59.7,75380.23451,4621,6.1,7629,64.2,60.8,67.6,11883.17757
CA,California,16-May-20,44115,58.4,75539.38356,4504,6,7601,64.6,61.1,68.1,11766.25387
CA,California,17-May-20,42957,57.1,75231.17338,4539,6,7400,63,59.6,66.4,11746.03175
CA,California,18-May-20,42989,57.1,75287.21541,4539,6,7333,62,58.5,65.5,11827.41935
CA,California,19-May-20,45010,59.7,75393.63484,4858,6.4,7569,63.5,60,66.9,11919.68504
CA,California,20-May-20,45721,60.5,75571.90083,4972,6.6,7528,63.5,60,66.9,11855.11811
CA,California,21-May-20,45729,60.6,75460.39604,4932,6.5,7602,64.1,60.5,67.6,11859.59438
CA,California,22-May-20,46160,61,75672.13115,4573,6,7626,64.1,60.5,67.7,11897.03588
CA,California,23-May-20,44885,60.1,74683.86023,4493,6,7636,64.5,61,68,11838.75969
CA,California,24-May-20,43454,58.3,74535.16295,4499,6,7536,64.1,60.6,67.6,11756.63027
CA,California,25-May-20,42884,57.9,74065.6304,4507,6.1,7045,59.5,55.8,63.3,11840.33613
CA,California,26-May-20,43910,58.6,74931.74061,4803,6.4,7113,59.2,55.5,62.9,12015.2027
CA,California,27-May-20,45350,60.4,75082.78146,4770,6.4,7114,61.4,57.8,65,11586.31922
CA,California,28-May-20,46546,61.5,75684.55285,4643,6.1,7379,62.9,59,66.7,11731.31955
CA,California,29-May-20,47010,62.2,75578.77814,4375,5.8,7315,63.1,59.7,66.5,11592.70998
CA,California,30-May-20,46034,61,75465.57377,4485,5.9,7131,62.6,59.1,66,11391.3738
CA,California,31-May-20,44347,59.5,74532.77311,4389,5.9,6970,61.3,57.9,64.7,11370.30995
CA,California,01-Jun-20,43903,59.1,74285.95601,4540,6.1,7042,61.2,57.7,64.7,11506.53595
CA,California,02-Jun-20,45969,61.6,74625,4549,6.1,7306,63,59.6,66.4,11596.8254
CA,California,03-Jun-20,46566,60.3,77223.8806,4445,5.8,7445,67.3,61.9,72.6,11062.40713
CA,California,04-Jun-20,45946,62,74106.45161,4805,6.5,7397,63.2,59.8,66.7,11704.11392
CA,California,05-Jun-20,46810,62.6,74776.35783,4775,6.4,7420,63.6,60.2,67,11666.66667
CA,California,06-Jun-20,45406,60.8,74680.92105,4701,6.3,7274,62.9,59.5,66.3,11564.38792
CA,California,07-Jun-20,44279,59.4,74543.77104,4762,6.4,7143,62,58.6,65.4,11520.96774
CA,California,08-Jun-20,44543,59.8,74486.62207,4747,6.4,7110,61.3,57.7,64.8,11598.69494
CA,California,09-Jun-20,46077,61.6,74800.32468,4927,6.6,7321,63,59.4,66.6,11620.63492
CA,California,10-Jun-20,47737,62.5,76379.2,4483,5.9,7814,64.5,56.6,72.4,12114.72868
CA,California,11-Jun-20,47606,63.2,75325.94937,4709,6.3,7619,65.2,61.5,69,11685.58282
CA,California,12-Jun-20,47927,63.6,75356.91824,4691,6.2,7504,64.5,61.1,68,11634.10853
CA,California,13-Jun-20,46727,62.1,75244.76651,4501,6,7450,63.7,60,67.4,11695.44741
CA,California,14-Jun-20,45960,61.4,74853.4202,4589,6.1,7423,63.7,60.2,67.3,11653.06122
CA,California,15-Jun-20,45282,60.4,74970.19868,4632,6.2,7446,62.9,59.4,66.4,11837.83784
CA,California,16-Jun-20,45411,62.4,72774.03846,5021,6.9,6942,65.3,59.5,71.1,10630.93415
CA,California,17-Jun-20,51118,63.3,80755.13428,5173,6.4,8617,64.2,57,71.5,13422.11838
CA,California,18-Jun-20,48287,64.1,75330.73323,4921,6.5,7653,64,60.4,67.6,11957.8125
CA,California,19-Jun-20,47696,62.9,75828.29889,4919,6.5,7604,64,60.5,67.5,11881.25
CA,California,20-Jun-20,46622,61.6,75685.06494,5019,6.6,7569,63.3,59.8,66.8,11957.34597
CA,California,21-Jun-20,45099,60,75165,5181,6.9,7363,62,58.6,65.4,11875.80645
CA,California,22-Jun-20,45100,60.2,74916.94352,5485,7.3,7381,61.7,58.3,65.2,11962.72285
CA,California,23-Jun-20,47981,62.4,76892.62821,5746,7.5,7939,62.5,58.6,66.5,12702.4
CA,California,24-Jun-20,49983,64.8,77134.25926,6034,7.8,8014,64,55.6,72.4,12521.875
CA,California,25-Jun-20,49220,65.4,75259.93884,6066,8.1,8037,66,62.4,69.6,12177.27273
CA,California,26-Jun-20,49400,65.9,74962.06373,6149,8.2,8082,66.4,62.7,70.1,12171.68675
CA,California,27-Jun-20,48128,64.5,74617.05426,6381,8.6,7975,66,62.6,69.4,12083.33333
CA,California,28-Jun-20,48013,63.2,75969.93671,6547,8.6,8045,64.6,61,68.3,12453.56037
CA,California,29-Jun-20,47227,63.2,74726.26582,6840,9.1,7952,64.4,61,67.8,12347.82609
CA,California,30-Jun-20,49111,65,75555.38462,7014,9.3,8155,65.9,62.4,69.4,12374.81032
CA,California,01-Jul-20,49903,65.8,75840.42553,7232,9.5,8183,66.2,62.8,69.7,12361.02719
CA,California,02-Jul-20,49770,66.5,74842.10526,7458,10,8251,67.1,63.5,70.8,12296.57228
CA,California,03-Jul-20,49438,63.9,77367.76213,7521,9.7,8269,67.1,63.5,70.7,12323.39791
CA,California,04-Jul-20,47049,61.2,76877.45098,7616,9.9,8031,64.6,61,68.1,12431.88854
CA,California,05-Jul-20,45974,60.1,76495.84027,7674,10,7918,64.1,60.6,67.7,12352.5741
CA,California,06-Jul-20,46529,60.5,76907.43802,7906,10.3,7974,64.1,60.8,67.4,12439.9376
CA,California,07-Jul-20,49447,64.5,76662.0155,8120,10.6,8261,66.8,63.3,70.4,12366.76647
CO,Colorado,15-Apr-20,5276,48.1,10968.81497,869,7.9,889,66.3,53.5,79.1,1340.874811
CO,Colorado,16-Apr-20,5434,49.6,10955.64516,1058,9.7,904,67.4,55.8,79.1,1341.246291
CO,Colorado,17-Apr-20,5375,49.2,10924.79675,1092,10,908,67.5,56.3,78.6,1345.185185
CO,Colorado,18-Apr-20,5429,49.5,10967.67677,854,7.8,886,65.6,54.9,76.4,1350.609756
CO,Colorado,19-Apr-20,5288,48.2,10970.95436,911,8.3,866,64.1,52.6,75.7,1351.014041
CO,Colorado,20-Apr-20,5415,49.5,10939.39394,915,8.4,930,68.5,53.5,83.5,1357.664234
CO,Colorado,21-Apr-20,5810,53.3,10900.56285,1077,9.9,912,68.7,51.8,85.6,1327.510917
CO,Colorado,22-Apr-20,5789,53.1,10902.07156,1113,10.2,891,67.7,49.6,85.8,1316.100443
CO,Colorado,23-Apr-20,5693,52.2,10906.13027,1069,9.8,831,63.2,47,79.5,1314.873418
CO,Colorado,24-Apr-20,5642,51.9,10870.90559,1003,9.2,873,66.5,48.8,84.1,1312.781955
CO,Colorado,25-Apr-20,5443,50,10886,978,9,784,59.6,42.4,76.8,1315.436242
CO,Colorado,26-Apr-20,5018,46.3,10838.01296,926,8.5,771,58,40,76.1,1329.310345
CO,Colorado,27-Apr-20,5407,49.9,10835.67134,956,8.8,818,62.1,49.3,75,1317.230274
CO,Colorado,28-Apr-20,5631,51.6,10912.7907,926,8.5,889,65.9,50.9,81,1349.013657
CO,Colorado,29-Apr-20,5776,53,10898.11321,929,8.5,852,62.4,46.6,78.1,1365.384615
CO,Colorado,30-Apr-20,5627,51.5,10926.21359,910,8.3,845,61.9,45.9,77.9,1365.105008
CO,Colorado,01-May-20,5655,51.8,10916.98842,875,8,864,62.7,45.5,79.8,1377.990431
CO,Colorado,02-May-20,5576,51.1,10911.93738,876,8,816,60.3,42.1,78.5,1353.233831
CO,Colorado,03-May-20,5214,47.8,10907.94979,870,8,860,63,47.3,78.7,1365.079365
CO,Colorado,04-May-20,5232,48.6,10765.4321,883,8.2,834,62.8,43.6,82,1328.025478
CO,Colorado,05-May-20,5432,50.1,10842.31537,822,7.6,851,60.3,36.1,84.4,1411.276949
CO,Colorado,06-May-20,5234,48.3,10836.43892,842,7.8,877,61.6,36.6,86.6,1423.701299
CO,Colorado,07-May-20,5065,46.7,10845.82441,869,8,829,58.7,32.9,84.4,1412.265758
CO,Colorado,08-May-20,5832,53.8,10840.1487,831,7.7,857,61.2,35.5,86.8,1400.326797
CO,Colorado,09-May-20,5292,48.9,10822.08589,833,7.7,824,59,33.5,84.4,1396.610169
CO,Colorado,10-May-20,5030,46.4,10840.51724,786,7.2,778,55.7,30.8,80.7,1396.768402
CO,Colorado,11-May-20,5173,47.7,10844.86373,837,7.7,665,47.4,21.5,73.2,1402.953586
CO,Colorado,12-May-20,5350,49.3,10851.92698,745,6.9,814,58.2,31.8,84.6,1398.62543
CO,Colorado,13-May-20,5522,50,11044,719,6.5,848,59.1,32.8,85.4,1434.856176
CO,Colorado,14-May-20,6072,54.9,11060.10929,679,6.1,884,61.7,39.5,83.8,1432.73906
CO,Colorado,15-May-20,6029,54.5,11062.38532,679,6.1,911,63.2,40.7,85.7,1441.455696
CO,Colorado,16-May-20,5829,54.3,10734.80663,659,6.1,898,65.5,47.8,83.3,1370.992366
CO,Colorado,17-May-20,5662,52.8,10723.48485,653,6.1,847,61.8,42.3,81.4,1370.550162
CO,Colorado,18-May-20,5666,51.1,11088.06262,738,6.7,857,59.2,37,81.5,1447.635135
CO,Colorado,19-May-20,5994,54,11100,733,6.6,886,61.4,38.7,84.1,1442.996743
CO,Colorado,20-May-20,6437,57,11292.98246,714,6.3,911,58.5,31.1,85.8,1557.264957
CO,Colorado,21-May-20,6323,55.8,11331.54122,679,6,903,57.2,31.2,83.3,1578.671329
CO,Colorado,22-May-20,6290,56.5,11132.74336,618,5.5,880,60.6,35.8,85.5,1452.145215
CO,Colorado,23-May-20,5913,54.9,10770.4918,640,5.9,913,65.6,46.5,84.7,1391.768293
CO,Colorado,24-May-20,5475,51.5,10631.06796,671,6.3,839,61.5,39.4,83.6,1364.227642
CO,Colorado,25-May-20,5287,50,10574,678,6.4,783,59.1,37.9,80.3,1324.873096
CO,Colorado,26-May-20,5326,50.4,10567.46032,609,5.8,754,56.9,34.4,79.5,1325.13181
CO,Colorado,27-May-20,5601,52.3,10709.36902,451,4.2,889,79.1,66.3,91.9,1123.893805
CO,Colorado,28-May-20,5545,52.7,10521.82163,428,4.1,898,78.2,64.2,92.1,1148.337596
CO,Colorado,29-May-20,5704,53.7,10621.97393,380,3.6,924,79.1,64,94.3,1168.141593
CO,Colorado,30-May-20,5640,52.3,10783.93881,342,3.2,808,69.8,58.2,81.3,1157.593123
CO,Colorado,31-May-20,5432,51.7,10506.76983,298,2.8,818,72.6,63,82.2,1126.721763
CO,Colorado,01-Jun-20,5653,55.5,10185.58559,326,3.2,846,72.5,65.4,79.7,1166.896552
CO,Colorado,02-Jun-20,5442,53.4,10191.01124,284,2.8,571,49,12.6,85.3,1165.306122
CO,Colorado,03-Jun-20,5896,57.9,10183.07427,270,2.6,839,74,61,87,1133.783784
CO,Colorado,04-Jun-20,5859,57.1,10260.94571,235,2.3,893,74.8,64.1,85.5,1193.850267
CO,Colorado,05-Jun-20,5767,57.1,10099.82487,294,2.9,984,63.9,46.2,81.7,1539.906103
